text,label
mohon diperbaiki lagi tentang masalah refund..transaksi saya dibatalkan tapi pengembalian dana ke rekening saya belum juga di tanggapi..sudah lebih dari waktu 2x24jam yang di terapkan oleh tokopedia,negative
untuk pelayanan pengaduan sangat kurang. sy terima tagihan listrik dr id dan nama pelanggan yang tdk sy kenal. kok bisa?? jumlah tagihannya lumayan lg. untung sy teliti.,negative
"Aplikasi tidak Recomended!!!! masa iya barang saya di retur gitu aja trus uang saya tidak dikembalikan tolong dong yang profesional,amanah dan jujur,rugi nya gak seberapa tapi kecewa nya dan sakit hati gak bisa hilang Ya Allah... Nyesel aku belanja di tokopedia, lain kali kalo belanja di shopee aja udah murah"" cepet pula pengiriman nya Semoga Aplikasi ini diberhentikan sama pemerintah karena sudah merugikan bnyak pihak!!!!",negative
pelayanan pengembalian dana ke pembeli terlalu bertele tele tai anjing ini aplikasi... uang saya sudah 1 minggu di tahan di sini sebesar 5 juta. padahal penjual udah nerima kembali paket yang dikirim pembeli dan udah konfirmasi lewat email... karna tidak bisa masuk diskusi akun di blokir toped... kalo uang saya tidak kembali berarti sama saja tokopedia maling.,negative
"maaf buat tokopedia, tadinya sy udah ksh bintang 2; sekarang sy kurangin jd bintang 1; krn sy belanja tgl 5 smp tgl 9 barang blm jg sampai. perbaiki kualitasnya.!sy mau beli ban motor tubles di tokopedia harganya memang lbh murah di bandingkan beli di bengkel motor, bgtu sy pesan ternyata ongkirnya 20rb... jd total 240rb blm lg + beli pentil + ongkos pasang di bengkel, di hitung2 malah lbh mahal beli spare part motor di online ya. kalo ke bengkel cm datang,pilih,cek fisik ban,pasang,bayar,pulang.",negative
"semenjak di perbarui aplikasi tokopedia semakin buruk kualitas nya,, semakin rumit,, skrg yang bertambah parah nya saldo tokopedia sudah gak bisa di pakai belanja lagi,, saldo tokopedia hanya untuk penghasilan dan pengembalian dana,, waduh,, masak setiap mau transaksi harus seribet itu,, kalau selama ini kan enak hasil dari penjualan bisa langsung di belanjakan lagi jadi tinggal duduk manis aja di rumah,, mohon dong admin kembaliin kaya dulu lagi aja nih soal saldo nya supaya gak ribet",negative
"Okelah, harga barang bersaing dari lapak sebelah, aplikasi friendly, walau kadang2 aplikasi maupun seller bermasalah tapi respon service centrenya cukup baik, cepat tanggap, selalu mengedepankan solusi dan kepuasan layanan pengguna aplikasi senantiasa diutamakan, overall ga pernah trobel belanja disini, saran saya kalo bisa gratis ongkir tanpa syaratnya dibanyakin lagi donk, itu yg bikin senang belanja disini, maju terus aplikasinya gan!",positive
"saya Order di jasa belanja online ini,kenapa orderan saya kurang dari pesanan saya?pihak seller menyatakan sudah lengkap,dari status tracking masih di kirim sedangkan barang sudah jelas saya terima,sesudah saya check teryata kurang item 1 dari 3item pembelian di Tokopedia,saya harus kemana dan dimana harus mencari jawabanya??dalam artian saya tidak masalh dengan barang tersebut hanya memperjelaskan Kenpa bisa sperti itu??Mohon di jawab di ATAS!!!",negative
"Kenapa email saya tidak terdaftar di tokopedia, padahal saya udah masukin data lengkap, tapi pas mau ngajuin pinjaman onlaine keteranganya anda belum memasukan email ke tokopedia, tolong bantuanya",negative
"sudah dari kemarin saya transaksi tapi saat pembayaran saya mengalami kesulitan, ga bisa di klik bayar untuk transfer bank Mandiri , pdahal sblm lebaran. lancar2 saja, mohon penjelasannya min",negative
"Berkali-kali dibuat kecewa sama seller yang tidak konsisten dengan omongannya, sebelum bayar bilangnya ready begitu dibayar bilangnya habis atau produk tidak sesuai deskripsi, chat balasnya lama skala harian bahkan mingguan. Berkali-kali harus transfer-tarik2 uang karena hal ini, wasting time! Saya tau tidak semua seller seperti itu, namun beberapa kali kejadian seperti ini membuat saya harus mikir2 lagi. Semoga teman-temanku tidak menanyakan pengalamanku belanja di Tokopedia. Salam!",negative
"Tokopedia sih memang lebuh bagus dari lapak sebelah, tapi sayang sekali kalau aplikasinya busuk seperti ini. Bukanya memudahkan, malah bikin susah. Aplikasi sering macet, tidak merespon, blank hitam, dan banyak kejadian tidak menyenangkan lainya. Maaf untuk penilaian yang buruk, tapi lapak sebelah LEBIH MAMPU membuat aplikasi yang memudahkan pengguna.",negative
"Terima Kasih tokopedia. Untuk membantu permasalahan pembelian saya dari penjual yang tidak bertanggung jawab. Untuk cs yang menangani permasalahan sudah sangat membantu. Untuk oknum penjual yang tidak bertanggung jawab, agar diberi tindakan oleh tokopedia agar tidak mengulangi kejadian yg sama.",positive
"toko pedia memberi kemudahan dalam bertransaksi, pelayanan penjual baik, ramah, tidak mengecewakan custumer. semoga menjadi marketplace yang terpercaya akan kualitas produk dan pelayanan untuk konsumen. tingkatkan terus performanya, jaga kepercayaan komsumen , jujur, amanah ""In Syaa Allah"" akan semakin maju",positive
aplikasinya semakin ribet..klu kita ada masalah tidak ada jalan keluarnya..pusat komlainnya tidak bisa dibuka..call centernya tidak ada..untuk yang mau belanja online saya sarankan menggunakan bukalapak aja..untuk setiap masalah respon dan tanggapan dari bukalapak sangat bagus..buat yg mau download tokopedia mending jangan deh..download aja bukalapak,negative
Tokopedia mungkin harus meningkatkan Modal juga SDM yang lebih mumpuni. Agar fitur2 yang di tambah dalam aplikasi tidak sampai menghambat proses loading pengguna ( Buyer ). Untuk melihat 1 gambar etalase Seller saja sampai bermenit2 yang sudah pasti merugikan dengan secara tidak langsung yang menyebabkan terpotong nya Kuota pengguna. Miris.,negative
"Aplikasi ini sangat luar biasa, saya jadi suka pakai aplikasi ini kalo mau belanja online.",positive
"makasih Tokopedia sudah melayani dengan baik ??, dengan aplikasi ini memudahkan kami yg sibuk dengan rutinitas sehari hari yg tdk punya waktu untuk shoping di mall, thanks Tokopedia",positive
tokopedia benar benar terpercaya. tidak ribet dan simpel. 3 kali penjual tdk mengirimkan barang yg saya beli.. dana balik lagi ke rek. saya. ???????? dan waktunya tdk lbh dari 3 nenit. keren,positive
"harga nya luar biasa, datang barang nya tepat waktu gak pake lama, asli puas nya belanja di tokopedia...Moga tokopefia menyediakan saldo yg bisa belanja dulu bayar nya belakangan biar lbh enjoy belanja nya",positive
"Saya sangat kecewa dengan salah satu seller tokopedia. Dikarenakan saya pakai voucher gratis ongkir 50.000; salah satu seller membatalkan orderan saya dengan alasan barang cacat. Padahal sebelum saya bayar, saya tanya dulu barang ready atau tidak, dan dia bilang barangnya ready. mungkin dia takut rugi kali ya. Mulai sekarang saya tidak akan belanja di toko ini lagi. ya walaupun ini kesalahan sellernya, tapi ini sangat mengecewakan dan membuang2 waktu saya.",negative
"Tokopedia adalah aplikasi belanja online dan aplikasi tersebut memudahkan kita atau masyarakat dan juga menyediakan semua barang barang yang kita perlukan seperti voucher pulsa, nomor perdana, baju keperluan dapur, bayi, elektronik, dan masih banyak yang lainnya. Dan harga nya pun terjangkau tidak terlalu mahal.",positive
"Tanggal 15 Juli, dapet notif inovice 17 Maret 2019 cb saya ditahan. Pas saya tanya alasan ditahan, katanya melanggar snk. Saya tanya pelanggaran seperti apa, jawabannya cek email. Padahal di email tidak menjawab pelanggaran yg saya buat seperti apa. Saya tidak pernah order fiktif, pakai satu akun. Setelah saya cek, ternyata toko yg pernah saya beli barangnya, di moderasi permanen. Saya tanya apakah itu yg menyebabkan, jawabannya melanggar snk. Lalu diakhiri secara sepihak. Sungguh mengecewakan",negative
"Tertanggal 3 Juli saya pesan barang ke salah satu membernya Tokopedia,dan pesanan tiba di 5 Juli.. Chek punya chek.. barang yg saya beli ternyata tidak berfungsi. Maksud hati ingin komplain dan minta ganti dengan barang baru, atau setidaknya uang kembali. Step by step saya ikuti cara utk bisa komplain tp selalu gagal saat pengiriman dan herannya jaringan jadi lemot.. Saya coba hubungi reseller tapi tidak ada respon,sampai sekarang!! Tokopedia bukan rekomendasi lagi..!!",negative
"Sekarang udh pake ram yg besar jadi tokoped Lancar dan Smooth, sy suka tokopedia Murah dan Lengkap. Semoga fitur Keamanan dipertahankan dan semoga undian berhadiah itu bukan marketing tp Real/asli :)))",positive
"Tolong kepada pihak Tokopedia....!!! kenapa ketika saya ingin ubah pengaturan profil data diri tidak bisa dinubah... untuk ganti nama dan terutama verivikasi no telepon... SELAIN ITU....!!! Untuk kupon promo yang di berikan hanya sekedar pajangan dan ridak bermanfaat apa-apa, karena sama sekali tidak bisa di pakai.... terimakasih....",negative
"Saya sudah dari 2014 menggunakan Toped. Segala apa yang saya butuhkan ada semua. Dan saya sama sekali tidak punya pemikirian pindah online shop lain. Toped sudah sangat mewakili apa yang saya inginkan. Saya puas, segalanya ada. Terima kasih toped. Maju Terus...",positive
"Saya suka berbelanja di Tokopedia karena ketika barang sampai, baru dana di transfer ke Penjual. Jadi kita Pembeli ketika sudah terima barang yg kita beli, langsung beri info barang sudah terima. Ok. Supaya transfer dana dapat segra dilakukan ke Penjual. Penjual selalu Supply barang2 yg Bagus ya. Supaya kita Para Pembeli jadi Langganan. Ok??",positive
"semakin ribet , utk log in ..... tidak user friendly .... semoga semakin bagus , security aplikasi. , sehingga tidak kebobolan spt tetangga sebelah ( kenapa , saya mau transfer , malah paket dalam keranjang malah hilang .... ? kemudian penjual juga lemot respons chat sbg confirm kepada pembeli .... semakin KO tertinggal oleh competitor )
",negative
"Aplikasi belanja online terbaik di Indonesia.. mau belanja apapun ada, harga nya murah meriah, banyak diskon dan voucher gratis, banyak event menarik, dll.. dari dulu sampai sekarang selalu puas kalau belanja di Tokopedia. bikin saya ketagihan belanja online ????",positive
"aplikasi yg sekarang sering gangguan, saya sudah kirim barang mau masukan resi gangguan terus gak bisa di buka, akhirnya batal secara otomatis ada 3 transaksi . mengecewakan",negative
"Sejauh ini aplikasi tokopedia sangat membantu saya sbg reseller. Saya alhamdulilah sudah mendapatkan laba sekitar 1 juta stlh menjadi reseller selama 3 tahun, dg catatan saya sbg pelajar. Namun yg saya keluhkan sebagai reseller itu, kenapa saldo toped yg saldo penghasilan tdk bisa digunakan utk bertransaksi kembali? Kalau pun bisa diambil lewat transfer, tmbahin opsi TRANSFER to OVO ya minnn. Nanti klo udah ada fitur itu saya akan kasih bintang 10 buat toped",positive
"Mohon untuk di percepat waktu menunggu konfirmasi, pesanan di proses dan pesanan di kirim. Sepertinya toko memperlambat proses karena jeda waktunya terlalu panjang bisa sampai 2 s/d 3 hari untuk konfirmasi dan proses.",negative
sudah nunggu lama ternyata pulsa yg saya beli via tokopedia di hari minggu tak kunjung masuk saya pikir awalnya sudah masuk sbb ada notif dr ovo bahwa transaksi berhasil namun trnyata di tokopedia masih pending sungguh kecewa berat,negative
"masa akun berbeda.. hape berbeda.. org yg berbeda dan semuax jelas2 punya sendiri. hny karena satu rmh dan transaksi dipakai utk keperluan usaha, dibilang akun sama dan menyalahi aturan. tolong perbaiki. dan cek jika perlu ke sumber x. spya jelas",negative
"biasanya cek saldo & top up saldo e-money bisa pake hp ( karna ada NFC), sudah 3 minggu ini ga bisa lg utk cek saldo di hp, apalagi top up. Mohon pencerahannya ya, karna sangat praktis sekali, ahirnya terpaksa lewat manual lg deh....ke atm mandiri",negative
"mohon kalau dipesan tiket pesawat jangan hanya e-tiketnya saja dikirim dalam bentuk pdf tetapi e-pembayarannya juga dikirim di e-mail dgn bentuk yang sama. 2 itu tidak bisa dipisahkan. karena dua bentuk tersebut sangat berguna sebagai bukti bagi yang bekerja di instansi pemerintahan dan swasta . Hal itu lebih ditingkatkan. kalau sudah diubah saya tambah bintangnya. saya buka di aplikasi dan dekstop invoicenya tetap tidak bisa didownload hal ini membuat saya sangat kecewa, mohon lebih profesional",negative
belum ada pengalaman yg menarik dari tokopedia katanya daoat kupon bonus eh..malah setelah meng instal aplikasinya ..ga tahu hrs gmna langkah selanjutnya..mending di hapus lagi..,negative
"makasih Tokopedia sudah melayani dengan b aik ??, dengan aplikasi ini memudahkan kami yg sibuk dengan rutinitas sehari hari yg tdk punya waktu untuk shoping di mall, thanks Tokopedia",positive
"Memudahkan untuk berbelanja, tapi akhir2 ini ada masalah di pembayaran. saya tidak bisa melakukan transaksi pembayaran",positive
"sangat buruk, saya transaksi sudah sesuai ketentuan dan mendapatkan ovopoints, hari ini dana ditarik lagi oleh tokopedia dg alasan melanggar ketentuan tgl 17 mei, ini pencurian namanya dg alasan yg sangat mengada ada,katanya saya memanipulasi transaksi, padahal saya tidak manipulasi transaksi, tetapi tidak mau menjelaskan manipulasi seperti apa, rupanya temen2 jg sama, sepertinya tokopedia memang melakuan penipuan promo cashback, agar laris, sesudah laris cashbacknya di tarik lagi",negative
"Sebaiknya jika transaksi ingin sehari sampai (dalam kota) cari seller yg menyediakan jasa kurir gojek/grab sameday atau instant. selain jasa itu dipastikan pengiriman bisa lama karena banyak seller tipu tipu alamat, misal alamat Jakarta dikirim ternyata dari luar provinsi!! Ini seller miskin dan tipu tipu!! Toped mesti menyediakan cara bagaimana supaya buyer bisa blocking seller seperti itu!",negative
"min, ga bisa gitu User interfacenya di bikin flat aja?.. yang sekarang liatnya kek sesak banget, jadi susah nafas.",negative
Sejauh ini belum pernah ada masalah. Transaksi lancar. Barang yg dibeli sesuai deskripsi. Bagus. Pertahankan.,positive
Semoga aplikasi ini menjadi aplikasi penjualan online yang akan selalu saya gunakan untuk keperluan saya setiap saat dan tidak beralih ke yang lainnya,positive
"tolong tokopedia ditambahkan lagi fitur COD agar yang tidak punya rekening bang ataupun ovo cash, tetap bisa berbelanja sebagaimana mestinya, nanti saya akan tambahkan lagi bintangnya terimakasih.",positive
Dengan aplikasi tokopedia saya di google crome saya mendapatkan samsung s10 dan di suruh menginstal dan membuka dan di sarankan umtuk menulis data diri tapi pas saya buka aplikasi tokopedia nya kok gak ada ya? Mohon serius ya itu bohong atau tidak ya?!,positive
"dari hari jumat smp hari ini saya mau transaksi ga bisa klik pembayaran, pdhl saya uda install ulang tp tetep ga bs klik bayar.. saya pikir hp rusak or error tp belanja disebelah ok2 aja...",negative
"di bohongin udian berhadiah tap tap tap , pas ngisi data ovo regiatrasi , gagal eh dapet pesan masuk dari tgl 13 juni masuk baru hari ini, bertuliskan romli selamat anda menang mendapatkan undian tap tap tap pas di cek gbsa di buka , komitmen nya mana ni untuk pengguna atau buat pelanggan.",negative
apakah tiap sabtu tokopedi mengadakan undian.hp.? saya selalu dapat pemberitahun .akun sy dpt undian hp dr tokopedia. tp pas dibuka masuk aplikasi donk gk da petunjuk apa pun.,positive
"wooww aplikasi ini bner� ngebantu aku buat pesen jam tangan yang belom ad didaerah aku,, so aku sukaa banget sama Tokepedia,, jadi buat kalian yang mau belanja online dengan pengantaran tercepat,ayo buruan deh download Tokopedia and langsung aja pilih barang yang mau kmu beli, Thankyou Tokopedia",positive
Knp pihak toped tdk menyediakan CS by phone atau live chat di aplikasi nya? krn pusat bantuan tdk selalu sesuai dengan kondisi setiap pelanggan. spt yg sy alami kemarin komplain pembelian krn jaringan internet tdk stabil sy bisa membaca pesan dr pusat bantuan tp sy tidak bisa membalas pesannya sehingga akhirnya komplainan sy tdk tertangani krn spt saat ini ketika ada kendala tdk bs menghapus brg di keranjang & jg tdk bisa chekout. sllu muncul tulisan maaf sdg gangguan tp sampai berhari2 msh ga bisa j,negative
"Jelek. saya pesan barang jangka waktu sehari pengirimannya, malah sampe berhari hari. udah nunggu lama pengiriman ditolak lagi. akhirnya duit saya angus. tolong ditingkatkan lagi ya.",negative
"hati hati disini...banyak penipuan....jangan pernah beli di toko LARIS 5;,,,,,,barang yg dijual gak ada semua........",negative
yg bener ajah ...verifikasi in no. hp susah bgt ga bisa bisa ....daftar lagi susah nya minta ampun,negative
saya pesan barang melalui teman pesanan dari tgl 21 juni 2019 dan saya sudah membayarnya tapi sampai saat ni pesanannya tidak kunjung datang. mohon penjelasannya ok,negative
"Aplikasi promo cashbacknya cm kaleng2an, ga niat alias cm janji2 doank. Masa akunt sy ga dpt cashback dengan alasan akun sama dengan akun org lain. Sedangkan tokopedia ketika di tanya akun mana yg sama. Mereka menjawab tidak bisa memberitahukan. Padahal saya tinggal di apartemen, apa hanya karena alamat yang mirip2 karna kadang hanya beda lantai atau tower dan di nyatakan sebagai org yang sama. KAPOK BELANJA DISINI, MENDING SHOPPE WALAU PROMONYA GA SEHEBOH DISINI TP DISANA PROMONYA ASLI",negative
"sekarang tokopedia banyak toko abal2; harga murah tidak sesuai pasaran, tolong di telusuri, banded aja, banyak toko penipu",negative
"tolong ya kalau ada barang yang stok nya tidak ada tolong di beri tanda, saya tadi tanya sama penjual warna hitam kata kosong, trus di deskripsi ada dua warna saya tanya warna yang satunya stoknya tapi belum dijawab dan setelah saya mendapat kode pembayaran dia merespon kalau warna ke dua kosong, berarti barang yang ditawarkan kosong tolong diperbaiki sistem nya",negative
"Pembayaran BPJS selalu gagal. Jika kita bayar menggunakan kode referral teman, pembayaran yang tersedia hanya BCA dan kartu kredit. Saya juga kurang suka ketika memilih kurir karena harus memilih waktu pengiriman terlebih dahulu baru jasa kurirnya. Saya lebih suka memilih jasa kurirnya langsung.",negative
"Saya memesan barang ditokopedia tapi pada saat saya masuk ke pilih pembayaran, untuk mengklik pilihan metode pembayarannya tidak bisa, saya klik ovo gak bisa, saya klik transfer bank juga gak bisa bisa.. mohon bantuannya karena tokopedia adalah favorite saya. terima kasih",positive
"setelah upgrade toko pedia malah tutup sendiri ketika ingin buka informasi barang... gmn kita mau beli, ngecek barang tidak bisa...lama2 kesel juga dgn toko pedia",negative
"aplikasinya gak mau dibuka. keadaan jaringan internet saya sangat baik2 saja. tapi saat membuka aplikasi, tertulis ""terjadi kesalahan koneksi, silahkan coba lagi"". saya sudah instal tokopedia sejak lama, namun baru kali ini aplikasi ini tidak mau dibuka seperti ini. sudah saya update aplikasi dengan versi yang paling baru. apakah ada kerusakan pada aplikasi yang baru ini? tolong segera dibalas. terima kasih.",negative
"mohon perbaiki notifikasi, jarang muncul di layar handphone meski sudah di prioritaskan. sebagai penjual saya sangat di rugikan karna notifikasi chat jarang muncul.",negative
mana nih promo pulsa ko kode nya ga bisa di pakai sih ngomong tgl 17-18 juli jam 18:00-19:00 tidak berlaku di jam tersebut tapi saya mau pakai kode promo pulsa tersebut di jam 18:10 wib ko promo nya kga bisa gmna nih sebagai admin tokped,negative
"Tampilan nyaman dipandang, TAPI promo nya sedikit sekali, flashsale kadang ada kadang ga, kaya ga niat",negative
"payah nih, cashback promonya sering tdk masuk k ovo points, pdhal sudah menggunakan kupon promo dan di invoice tertulis cashback utk transaksi tsb.. mana fitur hubungi kami tdk dpt diakses pulakk....",negative
pesan barang tak sesuai dgn pesanan....mau masuk menu komplain tapi gak bisa diakses....sementra trnsaksi dianggap tak ada masalah....lalu selesai....Payah.,negative
"gimma sih setiap hari dpt pemberitahuan dpt hadiah terus suruh download sudah di download hadiah tersebut gk bisa di ambil,tolong donk jgan bohong  terus""an ke hp saya,lo bener""dpt hadiah mna ?",negative
memang tidak ada CS atau layanan pengaduannya apa? kok saya mau komplen masalah aja susah. selalu disodorkan cuma informasi2 yang sudah bisa dipahami. dan tidak bisa menyelesaikan masalah,negative
aplikasinya kok gk bisa di akses gimana nih. saya mendapatkan pemberitahuan bahwa saya berhak mendapatkan hadiah tetapi terlebih dahulu harus mnginstal aplikasi ini tapi mana kok gk bisa sih.??,negative
"Suram amat sekarang jualan di Tokopedia, 2 minggu toko saya tidak ada penjualan sama sekali. Kalau turunin harga tidak untung karena potongan 1%. Belum lagi sebagai akun lama Platinum promonya malah lebih sedikit daripada akun yang baru.",negative
"Aplikasi yang bermanfaat untuk belanja dan bayar berbagai keperluan. Pertahankan : pelayan, kestabilan aplikasi, ragam produk yang dijual dan bonus untuk pelanggan. Terima kasih.",positive
"Kenapa pembayaran manual transfer rekening bank BRI tidak ada lagi. Saya sudah 2 kali pesan barang lewat aplikasi ini baik2 saja tidak ada masalah dan saya biasa bayar lewat transfer manual rekening Bank BRI. Mohon untuk penjelasannya karena saya mau pesan barang lagi, tapi tidak ada lagi pembayaran manual transfer rekening bank BRI. Terima Kasih.",negative
saya benar benar kapok beli di toko pedia.. ada uknum toko yang menjual barang namun transaksinya di batalkan dengan alasan barang tidak ada.. padahal sebelumnya ready stok makanya saya trasfer uang.. giliran di tranfer balik malah di tranfer ke apikasi tokopedia.. na masalahnya di toko pedia waktu saya loging make facebook otomatis langsung masuk dong tanpa sandi /pasword. ini terakhir kalinya saya memamaki toko pedia.... sumpah sangat buruk.. di tggu balasanya dr tokopedia..sala. gagal?,negative
"Transaksi pertama saya di toko pedia sangat mengecewakan, penjual bilang ready ternyata tidak diproses sampai dana saya dikembalikan, ini tidak saya alami di market place lain, ini juga buang buang waktu saya, pihak tokopedia bisa ndak ya ganti rugi waktu saya yang terbuang sia2?",negative
"saya penguna baru tokopedia , ketika sya mau beli lalu masuk mode pembayaran itu slalu gagal dan bertuliska webpage not avaible .mohon bantuan nya gan, trimakasih",negative
"fitur print struk pembayaran dgitalnya, ga aktif utk versi mobile, sangat disayngkn, ga bisa utk solusi usaha.. atau aku yg ga tau, susah chat dg cs nya, ga ada fitur chat dg cs, sistemnya robotik layanan komplainnya susah. pusat bantuan ga bisa klik kirim.",negative
"saya baru pertama kali menggunakan aplikasi Tokopedia, tapi saat ingin melakukan transaksi saya tidak bisa menggunakan kupon, saya sudah mengecek sinyal dan kuota saya, juga menginstal ulang apl ini, namun tetap saja tak bisa menggunakan kupon tsb, setiap mencoba untuk menggunakan kupon jenis apapun itu, selalu tertulis bahwa ada masalah pada server, mohon dijelaskan apa yang salah",negative
"Tolong kepada pihak Tokopedia....!!! kenapa ketika saya ingin ubah pengaturan profil data diri tidak bisa dinubah... untuk ganti nama dan terutama verivikasi no telepon... SELAIN ITU....!!! Untuk kupon promo yang di berikan hanya sekedar pajangan dan ridak bermanfaat apa-apa, karena sama sekali tidak bisa di pakai.... terimakasih",negative
"Setelah upgrade versi terbaru, aplikasi malah sering terhenti dengan sendirinya. Mohon segera ditindak lanjuti, saya sebagai pelanggan merasa tidak nyaman. Trimakasih.",negative
"aplikasi nya lemot banget padahal pakai jaringan wifi di rumah terkadang gak kebuka harus di instal ulang dulu apalagi pas mau bayar sama tracking pesanan gak kebuka-buka sama sekali hadeuh,,,, coba ini tim IT nya benahin nih aplikasi Toped nya nih",negative
Baru blnja pertma kali mlah kecewa.. Pembelian yg udh mnjdi invoice tdk dpt d rubah metode pembayaran'a.. CS pun tdk bsa membantu dr td pkul 14:45 smp skrg pkul 18:44 jwban'a mlah muter2.. Bda dgn yg laen'a wlaupun udh jd invoice tp tetep bsa d rubah metode pembayaran'a.. Mempersulit konsumen.. KECEWA,negative
"admin tolong diperbaiki untuk batas waktu proses konfirmasi dan pengiriman ,kalo bisa batas waktunya 24jam saja,soalnya berkali"" saya order,sudah menanyakan stock ke penjual katanya ready, giliran sudah dibeli...Ternyata kosong dan tidak bisa dibatalkan,barangnya menunggu alias penjual nyari barang,apalagi penjualnya terkadang slow respon atau tidak bls,mohon usulannya,mksh.",negative
disini kan ada gratis ongkir tuh. Tapi kuponnya nggak bisa dipakai. Trs tulisannya ada kesalahan pada server. ini pasti alasan supaya tetep bayar.,negative
"setelah update aplikasi tidak bisa membuka informasi barang yg bintangnya masih 0.0.. harus di scroll dulu baru bisa, itu pun informasi tentang barangnya ga muncul-muncul, cuma ngloading doang, udah gitu lamaaaaaaaaa pake bgt ngloadingnya ga kelar-kelar.. nyesel saya update aplikasinya",negative
tidak menarik tokopedia nya..masak saya dftar katanya koneksi tidak ada..padahal sudah 4G sinyal sya..ngk bagus...saya mndptkan berita dapat hadiah menarik yaitu iphone xr.saya kepngin jdi ngk smngat lgi mlihat tokopedianya sperti ini untk ap dgunakan kalo ngak bisa di pakai??,negative
"Pelayanannya sekarang buruk, tanggapan komplain juga lama, gak bisa telepon lsg customer service untuk pengaduannya. Request Pick up soal pengiriman selalu error melulu...",negative
"saat saya sedang search di google saya mendapat pemberitahuan dari tokopedia bahwa saya adalah pemenang yang di pilih secara acak dan saya memeutar putaran keberuntungan ,setelah saya putar ternhyata saya mendapat samsung galaxy s10.saya disuruh mendonload aplikasi tokopedia dan katanya saya akan mendapatkan samsung galaxy s10 dari tokopedia dan samsung.saat itu saya diberi waktu sekitar60 detik untuk mengirim dan akhirnya saya diwnload app tokopedia.semua ketentuan sudah dilakukan ,tetapi bohong",negative
"kenapa kok saya udah bayar dan udah diterima toko pedia dari pagi ,tapi dari toko belum mengonfirmasi padahal barang butuh banget tapi gak di kemas"" juga sama tokonya",negative
"kenapa respon dari toko pedia mengenai dana instan lama, padahal pinjaman ke 1; ke 2 lancar....dan layanan cs ny sending robot, jdi apabila menemui kendala tidak bisa d ajak komunikasi!!!! tolong sistem perbaiki...",negative
"aplikasi akhir2 ini sering gagal memuat..loading terus..dibuat searching atau history dan semacamnya selalu gagal.. network eror..kalah jauh sekarang dengan shoppe... lebih mudah pembayaran, top up. dan sering dapat gratis ongkir min pembelin Rp.0",negative
"bagus barang-barang nya pada murah meriah dan banyak undian,tapi terkadang susah masuk ke apk nya,padahal jaringan full,tapi saya tetap senang",positive
"Aplikasi ini Sangat membantu Masyarkat yg Ingin membeli produk, Secara Epektip, Epesin, Cepat, Terjamin Keamanannx. Pengguna Media Sosial. Makasih Tokopedia.",positive
mohon app diperbaiki karena di pilihan kota kecamatan di aplikasi tidak tercantum kecamatan MAULAFA kota kupang. saya sudah mendai lokasi saya juga tetapi selalu disitu tertulis lokasi anda tidak cocok dengan kecamatan anda. saya mohon perbaiki karena berulang ulang kali pengiriman saya di pending karena hal sepele ini.,negative
"tiap bulan update. yang stable napa 19 mei : aplikasinya kalo bisa gw rate 0; gw rate nol deh. sampah, upload foto g teratur secara kronologi mesti keacak mulu, buka link kagak bisa. tolong lah, kalian bisa lebih dari ini july : udah lumayan stabil, gini dong mantab! fitur-fitur barunya memudahkan pengguna, lebih gampang ngatur pembayaran pakai nomor tersimpan. tapi promo ovonya sudah perlahan hilang. padahal saya butuh cashback",negative
"saya sudah masukin alamat Tp, di aplikasinya di suruh isi PROVINSI TP, di Aplikasinya tdk ada tertulis untuk mengisi provinsi . sehingga data alamat saya tdk bisa tersave.... tolong di perbaiki aplikasinya. saya sangat butu",negative
"good, mohon ditingkatkan terutama reward nya jgn pake minimal transaksi hehe jdi sia-sia gak terpakai itu si saya sendri gatau klo org lain yak . klo ga ada minimal transaksi pasti lebih banyak yg pake app tokped sbg transaksi olshop terbaik . thankyoo",negative
"Untuk pembayaran angsuran kredit FIF kok belom ada ya min, mohon untuk biaya adminnya jangan mahal"" biar saya bisa berlangganan transaksi di tokopedia, trimakasih",positive
setelah di update.... mau pesen tiket aja LEMOT PARAH.... sampe berkali2 ngetik lagi identitas..... kluar lg karena lemot....Udh coba buka aplikasi lain....sampe nyoba buka youtube dll sama sekali ga lemot.....ternyata emang tokopedianya yg problem.... TOLONG DI PERBAIK,negative
" saya memesan barang ditokopedia ini, sangat sangat tidak puas, saya pesan LCD hp saya sudah membuat alamat yang benar namun salah pengiriman, tetapi sayngnya penjual marah kesaya, pihak JNE tidak mengurus, saya berharap uang kembaki karena barang tidak sampai, eh sampai detik ini gak ada yang bisa tanggung jawab, sangat kurang puas!",negative
Tokopedia.. Toko online terpercaya. Tapi tolong tingkatkan lagi kinerja aplikasinya. Soalnya agak lambat loading gambarnya,negative
mau jual reksadana susah banget sms verfikasi nggak ada yang masuk smpe 3 kali hbis itu harus nunggu sejam bru bisa minta sms lagi itupun nggak ada yg masuk... jd tkut mau nambah saldo klo d jual aja susah nya kayak gin,negative
"berbelanja di tokopedia sangat mudah, aman dan nyaman. Namun satu yang kurang, Tidak ada Livechat di pusat bantuannya. mohon untuk di tingkatkan. terima kasih",positive
"Setiap saya menghapus barang di keranjang saya, selalu saja gak bisa, mohon di perbaiki dong, agar saya bisa menghapus barang yang ada di keranjang saya.",negative
