text,label
baru blnja pertma kali mlah kecewa.. pembelian yg udh mnjdi invoice tdk dpt d rubah metode pembayaran'a.. cs pun tdk bsa membantu dr td pkul 14:45 smp skrg pkul 18:44 jwban'a mlah muter2.. bda dgn yg laen'a wlaupun udh jd invoice tp tetep bsa d rubah metode pembayaran'a.. mempersulit konsumen.. kecewa,negative
"admin tolong diperbaiki untuk batas waktu proses konfirmasi dan pengiriman ,kalo bisa batas waktunya 24jam saja,soalnya berkali"" saya order,sudah menanyakan stock ke penjual katanya ready, giliran sudah dibeli...ternyata kosong dan tidak bisa dibatalkan,barangnya menunggu alias penjual nyari barang,apalagi penjualnya terkadang slow respon atau tidak bls,mohon usulannya,mksh.",negative
disini kan ada gratis ongkir tuh. tapi kuponnya nggak bisa dipakai. trs tulisannya ada kesalahan pada server. ini pasti alasan supaya tetep bayar.,negative
"setelah update aplikasi tidak bisa membuka informasi barang yg bintangnya masih 0.0.. harus di scroll dulu baru bisa, itu pun informasi tentang barangnya ga muncul-muncul, cuma ngloading doang, udah gitu lamaaaaaaaaa pake bgt ngloadingnya ga kelar-kelar.. nyesel saya update aplikasinya",negative
tidak menarik tokped nya..masak saya dftar katanya koneksi tidak ada..padahal sudah 4g sinyal sya..ngk bagus...saya mndptkan berita dapat hadiah menarik yaitu iphone xr.saya kepngin jdi ngk smngat lgi mlihat tokped sperti ini untk ap dgunakan kalo ngak bisa di pakaið,negative
"pelayanannya sekarang buruk, tanggapan komplain juga lama, gak bisa telepon lsg customer service untuk pengaduannya. request pick up soal pengiriman selalu error melulu...",negative
"saat saya sedang search di google saya mendapat pemberitahuan dari tokped bahwa saya adalah pemenang yang di pilih secara acak dan saya memeutar putaran keberuntungan ,setelah saya putar ternhyata saya mendapat samsung galaxy s10.saya disuruh mendonload aplikasi tokped dan katanya saya akan mendapatkan samsung galaxy s10 dari tokped dan samsung.saat itu saya diberi waktu sekitar60 detik untuk mengirim dan akhirnya saya diwnload app tokped.semua ketentuan sudah dilakukan ,tetapi bohong",negative
"kenapa kok saya udah bayar dan udah diterima tokped pedia dari pagi ,tapi dari tokped belum mengonfirmasi padahal barang butuh banget tapi gak di kemas"" juga sama tokped",negative
"kenapa respon dari tokped pedia mengenai dana instan lama, padahal pinjaman ke 1, ke 2 lancar....dan layanan cs ny sending robot, jdi apabila menemui kendala tidak bisa d ajak komunikasi!!!! tolong sistem perbaiki...",negative
"aplikasi akhir2 ini sering gagal memuat..loading terus..dibuat searching atau history dan semacamnya selalu gagal.. network eror..kalah jauh sekarang dengan shoppe... lebih mudah pembayaran, top up. dan sering dapat gratis ongkir min pembelin rp.0",negative
"bagus barang-barang nya pada murah meriah dan banyak undian,tapi terkadang susah masuk ke apk nya,padahal jaringan full,tapi saya tetap senang",positive
"aplikasi ini sangat membantu masyarkat yg ingin membeli produk, secara epektip, epesin, cepat, terjamin keamanannx. pengguna media sosial. makasih tokopedia.",positive
mohon app diperbaiki karena di pilihan kota kecamatan di aplikasi tidak tercantum kecamatan maulafa kota kupang. saya sudah mendai lokasi saya juga tetapi selalu disitu tertulis lokasi anda tidak cocok dengan kecamatan anda. saya mohon perbaiki karena berulang ulang kali pengiriman saya di pending karena hal sepele ini.,negative
"tiap bulan update. yang stable napa 19 mei : aplikasinya kalo bisa gw rate 0, gw rate nol deh. sampah, upload foto g teratur secara kronologi mesti keacak mulu, buka link kagak bisa. tolong lah, kalian bisa lebih dari ini july : udah lumayan stabil, gini dong mantab! fitur-fitur barunya memudahkan pengguna, lebih gampang ngatur pembayaran pakai nomor tersimpan. tapi promo ovonya sudah perlahan hilang. padahal saya butuh cashback",negative
"saya sudah masukin alamat tp, di aplikasinya di suruh isi provinsi tp, di aplikasinya tdk ada tertulis untuk mengisi provinsi . sehingga data alamat saya tdk bisa tersave.... tolong di perbaiki aplikasinya. saya sangat butu",negative
"good, mohon ditingkatkan terutama reward nya jgn pake minimal transaksi hehe jdi sia-sia gak terpakai itu si saya sendri gatau klo org lain yak . klo ga ada minimal transaksi pasti lebih banyak yg pake app tokped sbg transaksi olshop terbaik . thankyoo",negative
"untuk pembayaran angsuran kredit fif kok belom ada ya min, mohon untuk biaya adminnya jangan mahal"" biar saya bisa berlangganan transaksi di tokopedia, trimakasih",positive
setelah di update.... mau pesen tiket aja lemot parah.... sampe berkali2 ngetik lagi identitas..... kluar lg karena lemot....udh coba buka aplikasi lain....sampe nyoba buka youtube dll sama sekali ga lemot.....ternyata emang tokped yg problem.... tolong di perbaik,negative
" saya memesan barang di tokped ini, sangat sangat tidak puas, saya pesan lcd hp saya sudah membuat alamat yang benar namun salah pengiriman, tetapi sayngnya penjual marah kesaya, pihak jne tidak mengurus, saya berharap uang kembaki karena barang tidak sampai, eh sampai detik ini gak ada yang bisa tanggung jawab, sangat kurang puas!",negative
tokped.. tokped online terpercaya. tapi tolong tingkatkan lagi kinerja aplikasinya. soalnya agak lambat loading gambarnya,negative
mau jual reksadana susah banget sms verfikasi nggak ada yang masuk smpe 3 kali hbis itu harus nunggu sejam bru bisa minta sms lagi itupun nggak ada yg masuk... jd tkut mau nambah saldo klo d jual aja susah nya kayak gin,negative
"berbelanja di tokopedia sangat mudah, aman dan nyaman. namun satu yang kurang, tidak ada livechat di pusat bantuannya. mohon untuk di tingkatkan. terima kasih",positive
"setiap saya menghapus barang di keranjang saya, selalu saja gak bisa, mohon di perbaiki dong, agar saya bisa menghapus barang yang ada di keranjang saya.",negative
"kecewa saya, metode pembayaran tidak seperti dulu yg bisa menggunakan saldo tokped tapi sekarang harus menggunakan ovo yg transaksi nya ribet (pilihannya hanya satu)",negative
"pelapaknya kocak, tanya tokonya dimana gak ada mau ngaku macam bisnis psikotropika aja gak ada yg jujur. pembeli itu raja, butuh transparasi bukan hoax barangnya diacakâ² trus kirim ulang lagi",negative
"tolong tokped pedia jangan ganggu bruser saya, orang lgi asik brosing malah di suruh nginstal aplikasi tokped pedia ntar kalo udh instal dapat hp samsung s10 jangan bohong luuu... lu pikir gwe mudah di bohongii soriii yaaa jangan buat orang emosi thankss",negative
"tokopedia ini sangatlah membantu,,utk pribadi saya,,toped lumayan komplit,utk macam2 produk,,yg saya cari selalu ada,good.utamakan konsumen,,agar terus lebih baik, murah,ramah,tepat janji.trims toped,,puaaaas lahhhh",positive
"sgt beragam produk yg dijual di toped & sy pengguna toped sgt lama, namun akhir2 ini toped kurang memperhatikan sistem pengiriman dr kurir. sy mmbeli produk dr surabaya & rumah sy di gresik, 2 kota itu sgt dekat. sy transaksi dr tgl 1. tgl 2 pembeli konfirmasi & mengirim barang. kurir yg saya pilih jne yes (yakin esok sampai) sy rela membayar lebih asal produknya bisa sampai kurang dr sehari. kenyataannya produk sy terima 3 hr. namun anehnya tracking di toped berubah, sy terima tgl 4 pdhl tgl 5",negative
"kenapa nih tokped, baru di install minta update, sudah di update, minta update lagi. kenapa? updatenya pun lama pas sedang menginstal setelah 100%",negative
"flash sale pada jam tertentu itu real atau gimmick?? tiap ikut flash sale, meskipun waktunya masih banyak, selalu mentok di pembayaran. begitu masuk metode pembayaran, aplikasi tidak bisa diapa-apain lagi.. hingga waktu flash sale habis..",negative
"sangat membantu untuk para konsumen yg sngat membutuhkan barang2 yg diperlukan, jadi ga ribet keluar rumah terimakasih tokopedia nih aplikasi recommended banget buat kalian cepat di download ga bakal nyesel dahð",positive
admin .. bisa di bantu .. sya mau narik saldo saya ..cuma kata sandinya gk bisa . .ganti kata sandi juga belum ada proses dri gmail ..tolong bantuanya,positive
"wah, kenapa sekarang kode promo toped, dgtoped, bpjspasti, plnpasti udah ngga ada lagi? promo point ditukar cashback utk produj digital pun juga sudah tidak ada. ada apa nih? wah saya udah belasan bulan pake app ini kok baru bulan ini mengecewakan, yah..",negative
kenapa ya uda d upgrade tetep aja g bisa tarik dana..padahal sandi uda bener..kok dbilangnya salah trs ada masalah..tolong dong gimana ya...solusinya...,negative
"saya beli box gabus styrofoam melalui tokped 2 buah, bayar rp209 rb kata nya di batal kan oleh tokped, kemudian bagaimana dengan uang saya yang sdh sy bayarkan.",negative
"terima kasih,,,11 juli 2019 anda terpilih sebagai pemenang acak kami. mohon kiranya agar segala penipuan dari pihak yg tidak bertanggung jawab segera ter atasi",negative
"belanja sangat mudah ,barang pesanan sesuai dengan yg saya mau dan sangat bagus kualitasnya,packing rapih juga on time pengiriman sangat baik dan cepat,terima kasih tokopedia pedia",positive
kenapa ini tokped gak bisa di buka katanya kesalahan pada jaringan..padahal jaringan setabil..apk saya udah d perbaharui tapi gak bisa d buka/d pake...saya pake dua tokped online yg satunya lancar jaya bisa d buka..tapi tokped gal bisa d buka/pake,negative
"belanja lebih mudah, dan lebih mudah mencari barang yang diinginkan, proses komplain juga tidak ribet jika ada pesanan yang tidak sesuai.",positive
kenapa sih sekarang tokped sering gak jelas padahal dari dulu udah pake tokped semakin di upgrade semakin gk jelas kadang barang yg kita cari tidak di temukan jadi kecewa sebagai konsumen aktif di tokped !!,negative
"ada lapak yang suka meengalihkan alamat pengiriman saat paket sudah dikirimkan, dengan alasan alamat penerima sudah pindah. dan punya feedback palsu rating bintang 5 akun yang sama berulang-ulang sampai puluhan nama sama",negative
"terbaik lah, ini sama jd id. ga nelpon-nelpon macem sebelah. ga terlalu over juga promosinya jadi semua dapet dan ga bermasalah dan ga susah buat cairin duitnya kalo ga jadi. ga macem naikin harga cuma buat gratis ongkir misal macem s.",positive
"tolong tokped, saya tidak bisa klik barang yang ingin dibeli, otomatis langsung keluar aplikasi. sudah saya coba uninstal dan instal aplikasi kembali tetapi tetap sama saja hasilnya. sudah mencoba mengirim keluhan di tkp report yang di anjurkan, tetapi tidak dapat terkirim dan dibilang nama akun serta email saya tertolak. link bantuan yang di dalam aplikasi tokped juga tidak bisa dilakukan pencarian. sudah putus harap saya kalau tidak segera ada solusinya.",negative
mohon untuk batas proses lebih cepat untuk penjual. karena sering kali penjual mengirimkan di hari berikutnya pengiriman dan tidak sesuai kesepakatan awal di hari yang sama.,negative
"thanks dana saya tarikan dari reksadana sudah berhasil saya tarik, mohon diperbaiki sistem nya dalam penarikan saldo. agar tidak ada masalah lagi dan menimbulkan kekhawatiran user.",positive
"sekarang saya puas dengan pelayanan tokopedia pedia pelayanan sangat ramah,, respon cepat. dan juga jujur. i- love- you + tokopedia pedia. saya kasih bintang full.. biar lebih keren. trimakasih toped.",positive
"beli di tokped siang transaksi sudah dibayar lewat link, nunggu konfirmasi nah pas sekarang dicek ga ada transaksi transaksi sama sekali kemana hilangnya? pengen komplain ga bisa kan ga ada transaksi nya padahal siang ada jadi gimana masa iya hangus uangnya",negative
"nyesel banget nyobain beli pulsa di tokped mubadzir. statusnya menunggu konfirmasi operator terus, disuruh nunggu 1x24 jam, emang pake jasa ekspedisi kirim pulsanya, gak bisa diandelin banget, ujungâ²nya beli ditempat lain yg lebih cepat.",negative
"sangat membantu, paling tidak untuk membantu perbandingan harga, serta mempelajari quality barang yang diminati. selain itu kita bisa piluh barang sesuai yang kita inginkan.",positive
"belanja ga pake ribet, ada pilihan via pengiriman enak tinggal pilih, tdk pernah ada masalah selama belanja di sini... trims tokopedia",positive
90 % transaksi di toped berhasil di tingkatkan lagi kualitas sellernya ada juga yg dijakarta tp ternyata tokopedia di luar jakarta mohon untuk tokopedia pedia keberadaan tokopedia penjualnya harus sesuai dengan yg di deskripsi. terima kasih,positive
"sangat membantu..cuma system pembayaran harus di permudah lagi jangan harus keluar aplikasi dulu lalu buka aplikasi lain utk pembayaran..seperti app olshop yg lain dengan klik menu pembayaran kita langsung di bawa ke proses pembayaran melalui ibanking dll..tdk copy paste dan buka ibanking lagi..smoga kedepannya lebih gampang,aman dan terus berkembang",positive
"bagus sih gampang lagi,tapi kok pas mau pembayaran gak bisa sih?ada kesalahan apaan?cepat di perbaiki ya kak,soaonya sayang loh tokopedia udah bagus menurutku,sukses kedepannya ya kak di tunggu perbaikannya makasih^^ pliss perbaiki secepatnya kak",positive
"saya baru download apk ini,mau cekout tapi gak bisa...selalu minta pilih item yang ingin dimasukan ke keranjang,padahal saya udah pilih barang yang mau saya beli.gimana nih,saya gak bisa order",negative
ini gimana sich server tokped. masak udah 2 hari ini lemot . ampe uninstal 3kali kali. tetep blom bs masuk.. pdhl simerah ama si orange lancar.. tolong di benahi boss. pikirkan yg internet nya pas pasan,negative
nyesal bos klo di download... saldoku di makan 180rb..udh brp kli ganti pasword ttap aj gk bisa transaksi..pesan ke emailku ganti pin berhasil.. tp nyatanya gak bisa...withdraupun gk bisa krn minta pin.. sangat minim memahami keluhan pelanggan.,negative
"klu mau apapun lebih mudah dan gampang... tapi yg harga 1juta ke atas saya aga ragu untuk pesen nya terlalu ke takutan gak datang barang,, dan saya nukerin poin ko gak bisa terus,, jadi saya kasi bintang 3 dulu aja",positive
ini tokped kenapa sich udh 3 hari tiap di buka slalu aja keluar lagi ..selalu ada tulisan tokped tidak menanggapi..pdhl aplikasi udh di perbarui..tiap klik barang yang mau di beli selalu aja keluar dari aplikasi..,negative
"pelayana buruk bangeet untuk dana pengembalian lama,dan malah eror tidak bisa chat sama penjual bahkan tidak bisa check out lagi aplikasi apa""an ini????......!!!!!",negative
kenapa saya tidak bisa melakukan proses pembayaran??? sudah upgrade aplikasi ke versi terbaru tetap saja tidak bisa melakukan proses pembayaran,negative
"kenapa tokped. tidak pernah sedia kan pembayaran di tempat sedang kan aplikasi lazada,shoppe ada pembayaran di tempat jdi enak lebib mudah. dri pada transfer kan , barang trima langsung bayar kn sangat mudah bagi masyarakat yg mau belanja dengan metode pembayaran di tempat cod. ongkir dan ongkir nya pun terlalu mahal sekali contoh saja beli barang harga 35 rb ongkit nya 60 rb yg cepat sama aja kan boong hitungan nya beli batang termasuk mahal klo di jumlah kan.",negative
minta tolong untuk memblokir tokped yang tidak bisa memberi pelayanan yang baik . apalagi tokped palsu dan produknya palsu . karena sangat merugikan .,negative
"ongkos kirim yang tertera di iklan tokped, jauh berbeda (lebih mahal) dengan ongkos kirim di sistem pada saat akan melakukan pembayaran",negative
"sejauh ini siy alhamdulillah aman. skrg kl belanja saya bayarnya secara tunai skrg saya tidak mau lagi pakai ovo belanja online macam begini mmg penuh resiko, tp sejauh toped berkomitmen memihak pada user/customer woleeees kalian tdk akan ditinggalkan",positive
jeleknya tuh masalah pengiriman nggak jelas ongkir pake same day masa sampe nya 2 hari padahal itu pesen sebelum jam 14:00 terus buat apa saya bayar same day kalo misalkan sampe nya 2 hari ? sebagai customer boleh dong minta hak nya,negative
"ini servernya kenapa sih ?? kok saya pengen pake voucher selalu gak bisa, alesannya terjadi kesalahan pada server. tolong dong konfirmasi toped nya ini kenapa. saya mau belanja pake voucher kok gak bisa?",negative
terima kasih atas kepercayaanya...atas pinjaman dana instan yang di sediakan tokopedia somoga dana yang di pinjamkan bermanfaat untuk tambahan modal usaha saya dan sekali lagi saya berterima kasih kepada dana instan dan tokopedia semoga tambah sukses dan lancar aamiin...ð,positive
"sepertinya ini penjualan pertama dan terahir juga langsung tutup akun... mengerikan dagang on line di sini barang sudah sampai, pembeli pun sudah konfirmasi tapi bermasalah resi tidak terlacak 7,5 jt pun tak jelas nasib nya... dan salah satu kelemahan di tokped ini tidak ada cs yg merespon cuma robot yg menjawab itu2 juga",negative
sangat membantu skali kita nga usah kudu muterin tokopedia u/ mencari- ri sesuatu yg kita perlukan.cukup dgn membuka apklasih tokopedia pst sesuatu yg kita butuhkan a da. trimak asih tokopedia,positive
"tokped sekarang jadi payah, gak sebaik dulu. perhitungan potensi cashbacknya juga gak tahu menggunakan rumus apa, mungkin rumus asal kale ya. masa ada cashback yg didapatkan sama, padahal nominal promo cashbacknya berbeda beda, tetapi pas mencoba gonta ganti promo cashback, hasil atau potensi casback yg didapat sama dari semua promo tsb. dan kalau di hitung sendiri itu beda dengan hasil sesungguhnya. ya lumayanlah lebih kecil dari perhitungan sendiri. tapi kalau toped yg yg dulu selalu akurat.",negative
"akhir2 ini terlalu nge lag... loading transaksi lama, loading pembayaran juga agak lama... dibandingkan dengan tokped sebelah.. sepertinya aplikasinya perlu di perbaiki kecepatan loadingnya ð",negative
"saya sudah melakukan pembelian dan pembayaran melaulu atm tapi dibatalkan otomatis oleh system pada tgl 5 , dan tgl 10 saya baru mengetahui bahwa transaksi di batalkan bagaimana mengembalikan uang saya yang sudah sy transpert ke tokped? mohon jelaskan",negative
"aku belaja beberapa kali dari sebulan ini di tokopedia,bagus dan lancar.hadiahnya juga oke,aku belum dapat karna baru bergabung. percayalah tokopedia sarana belanja lengkap dan tepat waktu nyampainya",positive
"menurut saya sebagi pelanggan, aturan 1% tokped power merchant itu mempengaruhi pembelian. di karenakan pedagang menaikan harga jualnya. saya akan jadi pembeli kembali setelah peraturan 1% power merchant di hapus.",negative
"saya enggan menggunakan aplikasi ini karena pernah tertipu dan banyak org lain juga sama dan beralih ke aplikasi lain karena di tokped org yg melakukan penipuan hanya di ban tokped doang, dan org yg menipu tdi tidak di proses dan bebas membuka tokped lain",negative
"kalau bisa fitur searchnya kerja sama dengan google, sering barang yang disearch di aplikasi tidak ditemukan tapi setelah di search di google ketemu. padahal barang di tokped juga.",negative
"saya mau tanya kenepa sih waktu saya cari barang terus kan barang nya udah ketemu pas saya pencet terdapat tulisan ""sayang nya tokped telah berhenti"" tpi dari aplikasi tokped masih bisa cari barang kan aneh.semua barang saya pencet sama aja nggak bisa:( ini kenepa ya tolong jawab dong:)",negative
"minta tolong diperbaiki lagi dalam hal pencarian nama barang, yg di cari a, yg muncul b. bingung saya.. berapa hari lalu sya cari jenis"" senapan angin *muncul.. keesokan harinya saya cari lagi *eh tidak ada, malah muncul barang"" lain.. tolong diperbaiki!!",negative
"setelah pembaruan saya jadi tidak bisa top up mtix. dan pasti selalu muncul keterangan di bawahnya ""produk belum didukung, silahkan memilih produk lainnya"". mohon penjelasannya",negative
"aplikasi yg sekarang sering gangguan, saya sudah kirim barang mau masukan resi gangguan terus gak bisa di buka, akhirnya batal secara otomatis ada 3 transaksi . mengecewakan",negative
"sejauh ini aplikasi tokopedia sangat membantu saya sbg reseller. saya alhamdulilah sudah mendapatkan laba sekitar 1 juta stlh menjadi reseller selama 3 tahun, dg catatan saya sbg pelajar. namun yg saya keluhkan sebagai reseller itu, kenapa saldo toped yg saldo penghasilan tdk bisa digunakan utk bertransaksi kembali? kalau pun bisa diambil lewat transfer, tmbahin opsi transfer to ovo ya minnn. nanti klo udah ada fitur itu saya akan kasih bintang 10 buat toped â¤â¤â¤",positive
"mohon untuk di percepat waktu menunggu konfirmasi, pesanan di proses dan pesanan di kirim. sepertinya tokped memperlambat proses karena jeda waktunya terlalu panjang bisa sampai 2 s/d 3 hari untuk konfirmasi dan proses.",negative
sudah nunggu lama ternyata pulsa yg saya beli via tokped di hari minggu tak kunjung masuk saya pikir awalnya sudah masuk sbb ada notif dr ovo bahwa transaksi berhasil namun trnyata di tokped masih pending sungguh kecewa berat,negative
"masa akun berbeda.. hape berbeda.. org yg berbeda dan semuax jelas2 punya sendiri. hny karena satu rmh dan transaksi dipakai utk keperluan usaha, dibilang akun sama dan menyalahi aturan. tolong perbaiki. dan cek jika perlu ke sumber x. spya jelas",negative
"biasanya cek saldo & top up saldo e-money bisa pake hp ( karna ada nfc), sudah 3 minggu ini ga bisa lg utk cek saldo di hp, apalagi top up. mohon pencerahannya ya, karna sangat praktis sekali, ahirnya terpaksa lewat manual lg deh....ke atm mandiri",negative
"mohon kalau dipesan tiket pesawat jangan hanya e-tiketnya saja dikirim dalam bentuk pdf tetapi e-pembayarannya juga dikirim di e-mail dgn bentuk yang sama. 2 itu tidak bisa dipisahkan. karena dua bentuk tersebut sangat berguna sebagai bukti bagi yang bekerja di instansi pemerintahan dan swasta . hal itu lebih ditingkatkan. kalau sudah diubah saya tambah bintangnya. saya buka di aplikasi dan dekstop invoicenya tetap tidak bisa didownload hal ini membuat saya sangat kecewa, mohon lebih profesional",negative
belum ada pengalaman yg menarik dari tokped katanya daoat kupon bonus eh..malah setelah meng instal aplikasinya ..ga tahu hrs gmna langkah selanjutnya..mending di hapus lagi,negative
"makasih tokopedia sudah melayani dengan baik ð¤, dengan aplikasi ini memudahkan kami yg sibuk dengan rutinitas sehari hari yg tdk punya waktu untuk shoping di mall, thanks tokopedia",positive
"memudahkan untuk berbelanja, tapi akhir2 ini ada masalah di pembayaran. saya tidak bisa melakukan transaksi pembayaran",positive
"sebaiknya jika transaksi ingin sehari sampai (dalam kota) cari seller yg menyediakan jasa kurir gojek/grab sameday atau instant. selain jasa itu dipastikan pengiriman bisa lama karena banyak seller tipu tipu alamat, misal alamat jakarta dikirim ternyata dari luar provinsi!! ini seller miskin dan tipu tipu!! toped mesti menyediakan cara bagaimana supaya buyer bisa blocking seller seperti itu!",negative
sejauh ini belum pernah ada masalah. transaksi lancar. barang yg dibeli sesuai deskripsi. bagus. pertahankan,positive
semoga aplikasi ini menjadi aplikasi penjualan online yang akan selalu saya gunakan untuk keperluan saya setiap saat dan tidak beralih ke yang lainnya,positive
"tolong tokopedia ditambahkan lagi fitur cod agar yang tidak punya rekening bang ataupun ovo cash, tetap bisa berbelanja sebagaimana mestinya, nanti saya akan tambahkan lagi bintangnya terimakasih.",positive
"dari hari jumat smp hari ini saya mau transaksi ga bisa klik pembayaran, pdhl saya uda install ulang tp tetep ga bs klik bayar.. saya pikir hp rusak or error tp belanja disebelah ok2 aja",negative
apakah tiap sabtu tokped mengadakan undian.hp.? saya selalu dapat pemberitahun .akun sy dpt undian hp dr tokped. tp pas dibuka masuk aplikasi donk gk da petunjuk apa pun,negative
"wooww aplikasi ini bnerâ² ngebantu aku buat pesen jam tangan yang belom ad didaerah aku,, so aku sukaa banget sama tokopedia,, jadi buat kalian yang mau belanja online dengan pengantaran tercepat,ayo buruan deh download tokopedia and langsung aja pilih barang yang mau kmu beli, thankyou tokopedia",positive
knp pihak toped tdk menyediakan cs by phone atau live chat di aplikasi nya? krn pusat bantuan tdk sllu sesuai dg kondisi setiap pelanggan. spt yg sy alami kmrn komplain pembelian krn jaringan internet tdk stabil sy bisa membaca pesan dr pusat bantuan tp sy tidak bisa membalas pesannya sehingga akhirnya komplainan sy tdk tertangani krn spt saat ini ketika ada kendala tdk bs menghapus brg di keranjang & jg tdk bisa chekout. sllu muncul tulisan maaf sdg gangguan tp sampai berhari2 msh ga bisa jg.,negative
"seharusnya 'konfirmasi barang sdh diterima' muncul setelah orderan diterima sampai tangan pembeli, bukan muncul lebih awal padahal pembeli belum diterima (barang masih di jasa kurir). terima kasih atas perhatiannya. smoga semakin baik.",negative
saya mau nanya toped apa pake rekber ngga sih? jadi klo misal barang udah sampai baru di konfirmasi pembeli dan si penjual baru bisa narik dana setelah ada konfirmasi dr pembeli.,negative
"jelek. saya pesan barang jangka waktu sehari pengirimannya, malah sampe berhari hari. udah nunggu lama pengiriman ditolak lagi. akhirnya duit saya angus. tolong ditingkatkan lagi ya",negative
"hati hati disini...banyak penipuan....jangan pernah beli di tokped laris 5,,,,,,,barang yg dijual gak ada semua",negative
yg bener ajah ...verifikasi in no. hp susah bgt ga bisa bisa ....daftar lagi susah nya minta ampun auto uninstal!,negative
"sekarang tokped banyak tokped abal2, harga murah tidak sesuai pasaran, tolong di telusuri, banded aja, banyak tokped penipu",negative
"tolong ya kalau ada barang yang stok nya tidak ada tolong di beri tanda, saya tadi tanya sama penjual warna hitam kata kosong, trus di deskripsi ada dua warna saya tanya warna yang satunya stoknya tapi belum dijawab dan setelah saya mendapat kode pembayaran dia merespon kalau warna ke dua kosong, berarti barang yang ditawarkan kosong tolong diperbaiki sistem nya",negative
"pembayaran bpjs selalu gagal. jika kita bayar menggunakan kode referral teman, pembayaran yang tersedia hanya bca dan kartu kredit. saya juga kurang suka ketika memilih kurir karena harus memilih waktu pengiriman terlebih dahulu baru jasa kurirnya. saya lebih suka memilih jasa kurirnya langsung.",negative
"saya memesan barang ditokped tapi pada saat saya masuk ke pilih pembayaran, untuk mengklik pilihan metode pembayarannya tidak bisa, saya klik ovo gak bisa, saya klik transfer bank juga gak bisa bisa.. mohon bantuannya karena tokped adalah favorite saya. terima kasih",negative
"setelah upgrade tokped pedia malah tutup sendiri ketika ingin buka informasi barang... gmn kita mau beli, ngecek barang tidak bisa...lama2 kesel juga dgn tokped pedia",negative
"aplikasinya gak mau dibuka. keadaan jaringan internet saya sangat baik2 saja. tapi saat membuka aplikasi, tertulis ""terjadi kesalahan koneksi, silahkan coba lagi"". saya sudah instal tokped sejak lama, namun baru kali ini aplikasi ini tidak mau dibuka seperti ini. sudah saya update aplikasi dengan versi yang paling baru. apakah ada kerusakan pada aplikasi yang baru ini? tolong segera dibalas. terima kasih",negative
"mohon perbaiki notifikasi, jarang muncul di layar handphone meski sudah di prioritaskan. sebagai penjual saya sangat di rugikan karna notifikasi chat jarang muncul.",negative
saya sangat senang.... ini adalah pembelian online pertama dari saya dan saya merasa puas atas hasilnya... awalnya saya ragu untuk pesan online tapi saya mencoba dan hasilnya sesuai yang diharapkan.... pesan dari saya: untuk mendapatkan hasil yang maksimal saya merekomendasi untuk memesan barang di tokopedia resmi seperti official stor,positive
"terimakasih tokopedia,sy sangat merekomendasikan aplikasi ini keteman atau saudara karena produk yg ditawarkan sgt pariatif dan terjangkau,kualitasnya jg mumpuni sesuai dgn harga yg ditawarkan",positive
"sekarang tokped kalau pake power merchand potongannya kebesaran jadi kalau jumlah transaksinya banyak semakin besar juga potongannya, saya rasa itu lumayan merugikan buat seller. lebih baik di ganti ke power merchand bulanan daripada yang free",negative
"saya sudah berkali2 pakai tokped, tapi knp yg trakhir ini pembayaran harus pakai ovopay later? saldo ovo saya banyak. saya ndak mau pakai ovo paylater. tapi waktu klik pembayaran, yg kluar otomatis ovo paylater. tdk bisa diganti. pembayaran via transfer juga tdk ada pilihan",negative
"setelah di perbaharui aplikasi tokped kok akunku malah hilang,,bikin kecewa,,padahal aku sudah jadi member tokped lam,,tolong di tingkatkan lagi min..",negative
tokped pelayan kurang bagus memaksa kita untuk download app nya dengan cara menjajikan hadiah padahal tdk ada hadiah klo di close sllu muncul di gadget kita mohon kpda pihat tokped jgn memaksa untuk download app nya,negative
"kurir gagal antar pesanan tp performa seller yg dikurangi dgn sadis, padahal sudah rugi ongkir.... produk sy mesin absensi dihapus krn dianggap senjata illegal & diberi peringatan. setelah diprotes baru dikembalikan tp keesoknya performa dikurangi 25 %, ini otoriter dan tdk adil.",negative
"saya ingin menggunakan kode promo tp tidak bisa, dan ada keterangan bahwa aplikasi tokped mesti update versi terbaru, sedangkan saya sudah update versi terbaru, bahkan sampai install ulang. tolong dijelaskan dan dipermudah",negative
"tolong bos, saya pngguna tokped. tapi jngan juga lah masuk2 iklan2 pas gw lgi main2 di uc. ganggu ajah. masa di suruh instal lah apalah, menang hadiah lah.",negative
"top, beberapakali belanja di tokopedia tidak mengecewakan, tips jgn terlalu percaya dgn gambar bagus krn sebagian byk tdk sesuai, tp liat dan baca ulasan dari pembeli, kalo byk ulasan positif berarti kualitas produk dan penjual ððð, makasih tokopedia jaya terus bagi pengguna yg kompeten",positive
cek lah itu mau daftar akun aja gak bisa.. ganti nmr juga gak bisa.. padahal pelanggan lama ini.. gara gara sim rusak.. perbaiki bug bos,negative
"ongkos kirim yang tertera di iklan tokped, jauh berbeda (lebih mahal) dengan ongkos kirim di sistem pada saat akan melakukan pembayaran",negative
" overall untk systemnya udh bagus.. tapi sdh 2x kecewa sma kurir si cepat tokped..sdh 2x pesanan yang sdh di kirim oleh kurir dan sya tunggu2,tapi krna pesanan ga dtang2 sya cek sttus pengriminannya dan sllu trjadi paket anda di kembalikan. dan ujung2nya hrs nunggu 2 hri lagi buat paketnya ke terima. tolong lah hal hal sprti itu jngan smpe mmbuat sya/yg lain jdi males belanja di tokped..thanks",negative
